Allah bersumpah dengan angin yang beriringan seperti barisan kuda.
Dan bersumpah dengan angin yang berhembus dengan kencang.
Dan bersumpah dengan angin yang menyebarkan hujan.
Dan bersumpah dengan Malaikat yang turun dengan membawa apa yang membedakan antara yang hak dengan yang batil.
Dan bersumpah dengan Malaikat yang datang dengan membawa wahyu.
Malaikat itu turun dengan membawa wahyu sebagai alasan (hujah) dari Allah untuk manusia dan peringatan bagi mereka dari siksa Allah.
Sesungguhnya apa yang dijanjikan kepada kalian berupa kebangkitan, perhitungan amal dan pembalasan pasti terjadi, tidak diragukan.
Maka apabila bintang telah hilang cahayanya dan pergi sinarnya,
Dan apabila langit telah terbelah, agar Malaikat turun melaluinya,
Dan apabila gunung-gunung tercerabut dari tempatnya dan dihancurkan hingga menjadi debu,
Dan apabila para Rasul telah dikumpulkan pada waktu yang telah ditentukan,
Pada hari agung, yang ditangguhkan agar mereka bersaksi atas umat-umat mereka.
Pada hari keputusan di antara para hamba, sehingga jelas siapa yang benar dari siapa yang salah, siapa yang bahagia dan siapa yang sengsara.
Tahukah kamu -wahai Rasul- apa hari keputusan itu?
Kehancuran, siksa dan kerugian pada hari itu bagi para pendusta yang mendustakan apa yang dibawa oleh para Rasul dari sisi Allah.
Bukankah Kami telah membinasakan umat-umat terdahulu saat mereka kafir terhadap Allah dan mendustakan Rasul-rasul-Nya?
Kemudian Kami datangkan lagi orang-orang yang mendustakan dari kaum berikutnya, lalu Kami membinasakan mereka sebagaimana kami telah membinasakan umat-umat sebelum mereka.
Sebagaimana kehancuran bagi umat-umat itu, Kami juga menghancurkan para pendosa dan orang-orang yang mendustakan apa yang dibawa oleh Muhammad -ṣallallāhu 'alaihi wa sallam-.
Kehancuran, siksa dan kerugian pada hari itu bagi para pendusta yang mendustakan apa yang dibawa oleh para Rasul dari sisi Allah.
 Bukankah Kami telah menciptakan kalian -wahai manusia- dari air yang hina lagi sedikit, yaitu air mani?
Kemudian Kami jadikan air yang hina itu di tempat yang terjaga yaitu rahim.
Sampai pada masa tertentu, yaitu masa hamil.
Lalu Kami tentukan sifat anak yang dilahirkan, kemampuannya, warna kulitnya dan lain-lain, dan sebaik-baik yang menentukan segala sesuatu adalah Kami.
Kehancuran, siksa dan kerugian pada hari itu untuk para pendusta yang mendustakan apa yang dibawa oleh para Rasul dari sisi Allah.
Bukankah Kami telah menjadikan bumi tempat berkumpulnya manusia semua,
 Yang menghimpun orang-orang yang masih hidup dari mereka dengan menempati dan membangunnya, dan orang-orang yang telah meninggal dari mereka dengan dikubur di dalamnya?
Dan Kami jadikan di bumi itu gunung-gunung yang teguh guna mencegah bumi bergoncang dan gunung-gunung yang tinggi, dan Kami beri kalian -wahai manusia- minuman dari air yang segar. Maka Żat Yang menciptakan hal itu tidaklah sulit bagi-Nya untuk membangkitkan kalian.
Kehancuran, siksa dan kerugian pada hari itu untuk para pendusta yang mendustakan apa yang dibawa oleh para Rasul dari sisi Allah.
Dan dikatakan kepada orang-orang yang mendustakan apa yang dibawa oleh para Rasul mereka, “Pergilah kalian -wahai para pendusta- menuju siksa yang dulu pernah kalian dustakan.
Pergilah kalian menuju naungan dari asap Neraka yang terbagi menjadi tiga cabang.
Di sana tidak ada rasa sejuk naungan dan tidak pula bisa menghalangi dari jilatan dan panasnya Neraka terhadap kalian.”
Sesungguhnya Neraka itu melemparkan bunga-bunga api, setiap bunga api besarnya seperti istana.
Seakan-akan bunga api yang terlontar itu baik gelapnya maupun ukurannya seperti unta hitam.
Kehancuran, siksa dan kerugian pada hari itu bagi para pendusta yang telah mendustakan apa yang dibawa oleh para Rasul dari sisi Allah.
Inilah hari di mana mereka tidak mampu mengucapkan suatu apapun.
Tidak pula mereka mendapat kesempatan untuk beralasan kepada Rabb mereka atas kekufuran dan kejahatan mereka, sehingga alasan mereka diterima.
Kehancuran, siksa dan kerugian pada hari itu bagi para pendusta yang telah mendustakan apa yang dibawa oleh para Rasul dari sisi Allah.
 Ini adalah hari penentuan di antara seluruh makhluk. Kami mengumpulkan kalian beserta umat-umat terdahulu dalam area.
Jika kalian masih mempunyai tipu daya agar selamat dari siksa Allah, maka tunjukkan tipu daya itu kepada-Ku.
Kehancuran, siksa dan kerugian pada hari itu bagi para pendusta yang telah mendustakan apa yang dibawa oleh para Rasul dari sisi Allah.
Sesungguhnya orang-orang yang bertakwa kepada Rabb mereka dengan menaati segala perintah-Nya dan menjauhi segala larangan-Nya, mereka berada di bawah naungan pepohonan Surga yang rindang dan di sekitar mata air segar yang mengalir.
Dan mereka mendapatkan buah-buahan yang mereka ingin memakannya.
Dan dikatakan kepada mereka, “Makanlah dari makanan yang baik-baik dan minumlah dengan nikmat, tanpa ada kotorannya, disebabkan karena amal saleh yang telah kalian lakukan di dunia.”
Seperti balasan yang telah Kami berikan kepada kalian, maka Kami akan membalas orang-orang yang berbuat baik.
Kehancuran, siksa dan kerugian pada hari itu bagi para pendusta yang telah mendustakan apa yang dibawa oleh para Rasul dari sisi Allah.
Dan dikatakan kepada para pendusta, “Makanlah dan bersenang-senanglah dengan kesenangan kehidupan dalam waktu yang pendek di dunia, sesungguhnya dengan kekufuran kalian kepada Allah dan pendustaan kalian terhadap para Rasul, kalian adalah orang-orang yang berdosa.”
Kehancuran, siksa dan kerugian pada hari itu bagi para pendusta yang telah mendustakan apa yang dibawa oleh para Rasul dari sisi Allah.
Jika dikatakan kepada para pendusta ini, salatlah menghadap Allah, mereka tidak melaksanakan salat.
Kehancuran, siksa dan kerugian pada hari itu bagi para pendusta yang telah mendustakan apa yang dibawa oleh para Rasul dari sisi Allah.
Jika mereka tidak beriman kepada Al-Qur`ān yang diturunkan dari sisi Rabb mereka, lantas terhadap perkataan selain Al-Qur`ān mana lagi mereka akan beriman?
